year;code;name;amount;policy
2012;413A;Competitividad industria agroalimentaria y calidad alimentaria;30.845,52;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2012;414A;Gestión de Recursos Hídricos para el Regadío;52.974,67;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2012;414B;Desarrollo del medio rural;1.519.976,36;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2012;414C;Programa de Desarrollo Rural Sostenible;29.329,39;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2012;415A;Protección de los recursos pesqueros y desarrollo sostenible;19.672,39;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2012;415B;Mejora de estructuras y mercados pesqueros;59.010,76;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2012;416A;Previsión de riesgos en las producciones agrarias y pesqueras;252.659,35;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2012;451O;Dirección y Servicios Generales de Agricultura, Alimentación y Medio Ambiente;177.524,99;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;452A;Gestión e infraestructuras del agua;1.150.854,70;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;452M;Normativa y ordenación territorial de los recursos hídricos;55.015,05;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;456A;Calidad del agua;220.570,41;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;456B;Protección y mejora del medio ambiente;18.831,86;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;456C;Protección y mejora del medio natural;190.461,07;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;456D;Actuación en la costa;104.593,80;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;456M;Actuaciones para la prevención de la contaminación y el cambio climático;52.800,23;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;495B;Meteorología;87.325,58;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2012;000X;Transferencias internas (Sección: 23 MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE);608.527,29;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2012;337A;Administración del Patrimonio Histórico-Nacional;117.889,75;33. CULTURA
2012;462M;Investigación y estudios sociológicos y constitucionales;12.510,93;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;467G;Investigación y desarrollo de la Sociedad de la Información;627,43;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;911Q;Apoyo a la gestión administrativa de la Jefatura del Estado;6.158,56;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2012;912M;Presidencia del Gobierno;41.472,62;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2012;912O;Relaciones con las Cortes Generales, Secretariado del Gobierno y apoyo a la Alta Dirección;43.056,94;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2012;912Q;Asesoramiento para la protección de los intereses nacionales;221.200,30;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2012;921Q;Cobertura informativa;17.751,24;92. SERVICIOS DE CARÁCTER GENERAL
2012;921R;Publicidad de las normas legales;33.808,89;92. SERVICIOS DE CARÁCTER GENERAL
2012;000X;Transferencias internas (Sección: 25 MINISTERIO DE LA PRESIDENCIA);353.299,21;92. SERVICIOS DE CARÁCTER GENERAL
2012;231A;Plan Nacional sobre Drogas;18.486,08;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2012;231F;Otros servicios sociales del Estado;181.867,98;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2012;231G;Atención a la infancia y a las familias;5.255,32;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2012;232A;Promoción y servicios a la juventud;28.601,40;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2012;232B;Igualdad de oportunidades entre mujeres y hombres;24.970,27;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2012;232C;Actuaciones para la prevención integral de la violencia de género;23.828,94;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2012;311M;Dirección y Servicios Generales de Sanidad, Servicios Sociales e Igualdad;83.469,40;31. SANIDAD
2012;311O;Políticas de Salud y Ordenación Profesional;11.171,37;31. SANIDAD
2012;313A;Prestaciones y farmacia;145.242,22;31. SANIDAD
2012;313B;Salud pública, sanidad exterior y calidad;38.422,55;31. SANIDAD
2012;313C;Seguridad alimentaria y nutrición;15.922,32;31. SANIDAD
2012;313D;Donación y trasplante de órganos, tejidos y células;3.937,99;31. SANIDAD
2012;465A;Investigación sanitaria;5.417,93;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;492O;Protección y promoción de los derechos de los consumidores y usuarios;19.368,56;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2012;000X;Transferencias internas (Sección: 26 MINISTERIO DE SANIDAD, SERVICIOS SOCIALES E IGUALDAD);1.841.534,10;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2012;143A;Cooperación para el desarrollo;2.258,14;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2012;431A;Promoción comercial e internacionalización de la empresa;489.923,13;43. COMERCIO, TURISMO Y PYMES
2012;431M;Dirección y Servicios Generales de Comercio y Turismo;14.008,68;43. COMERCIO, TURISMO Y PYMES
2012;431N;Ordenación del comercio exterior;9.665,98;43. COMERCIO, TURISMO Y PYMES
2012;431O;Ordenación y modernización de las estructuras comerciales;17.454,59;43. COMERCIO, TURISMO Y PYMES
2012;463A;Investigación científica;665.178,52;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;463B;Fomento y coordinación de la investigación científica y técnica;1.391.554,56;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;465A;Investigación sanitaria;293.446,46;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;467A;Astronomía y astrofísica;17.037,19;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;467C;Investigación y desarrollo tecnológico-industrial;1.789.179,11;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;467D;Investigación y experimentación agraria;77.508,04;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;467E;Investigación oceanográfica y pesquera;58.421,34;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;467F;Investigación geológico-minera y medioambiental;25.971,39;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;467H;Investigación energética, medioambiental y tecnológica;83.899,43;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;492M;Defensa de la competencia;12.761,81;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2012;493M;Dirección, control y gestión de seguros;293.067,58;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2012;493O;Regulación contable y de auditorias;7.310,14;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2012;923C;Elaboración y difusión estadística;215.915,89;92. SERVICIOS DE CARÁCTER GENERAL
2012;923M;Dirección y Servicios Generales de Hacienda y Administraciones Públicas;524.082,57;92. SERVICIOS DE CARÁCTER GENERAL
2012;923O;Gestión de la Deuda y de la Tesorería del Estado;28.557,41;92. SERVICIOS DE CARÁCTER GENERAL
2012;923P;Relaciones con los Organismos Financieros Multilaterales;352.563,40;92. SERVICIOS DE CARÁCTER GENERAL
2012;931M;Previsión y política económica;3.932.699,55;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2012;000X;Transferencias internas (Sección: 27 MINISTERIO DE ECONOMÍA Y COMPETITIVIDAD);1.029.441,57;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2012;467G;Investigación y desarrollo de la Sociedad de la Información;2.699,55;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;923A;Gestión del Patrimonio del Estado;48.151,27;92. SERVICIOS DE CARÁCTER GENERAL
2012;929M;Imprevistos y funciones no clasificadas;1.980.312,66;92. SERVICIOS DE CARÁCTER GENERAL
2012;000X;Transferencias internas (Sección: 31 GASTOS DE DIVERSOS MINISTERIOS);158.488,86;92. SERVICIOS DE CARÁCTER GENERAL
2012;441M;Subvenciones y apoyo al transporte terrestre;249.910,68;44. INFRAESTRUCTURAS
2012;453A;Infraestructura del transporte ferroviario;31.882,09;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;941O;Otras transferencias a Comunidades Autónomas;497.700,00;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2012;942N;Otras aportaciones a Entidades Locales;223.373,17;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2012;941N;Transferencias a Comunidades Autónomas por los Fondos de Compensación Interterritorial;671.580,00;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2012;943M;Transferencias al Presupuesto General de la Unión Europea;11.471.400,00;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2012;943N;Cooperación al desarrollo a través del Fondo Europeo de Desarrollo;299.320,00;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2012;929N;Fondo de contingencia de ejecución presupuestaria;2.322.809,00;92. SERVICIOS DE CARÁCTER GENERAL
2012;941M;Transferencias a Comunidades Autónomas por participación en los ingresos del Estado;21.806.230,66;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2012;942M;Transferencias a Entidades Locales por participación en los ingresos del Estado;14.683.078,52;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2012;211M;Pensiones contributivas de la Seguridad Social;102.103.288,97;21. PENSIONES
2012;212M;Pensiones no contributivas y prestaciones asistenciales;1.999.518,21;21. PENSIONES
2012;219M;Gestión de las prestaciones económicas de Seguridad Social;412.856,35;21. PENSIONES
2012;221M;Subsidios de incapacidad temporal y otras prestaciones económicas de la Seguridad Social;10.263.083,16;22. OTRAS PRESTACIONES ECONÓMICAS
2012;224M;Prestaciones económicas por cese de actividad;16.200,00;22. OTRAS PRESTACIONES ECONÓMICAS
2012;231C;Servicios Sociales de la Seguridad Social a personas con discapacidad;74.548,98;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2012;231D;Servicios Sociales de la Seguridad Social a personas mayores;124.340,75;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2012;231E;Otros servicios sociales de la Seguridad Social;41.940,47;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2012;231I;Autonomía personal y Atención a la Dependencia;1.407.150,62;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2012;239M;Gestión de los servicios sociales de la Seguridad Social;31.375,08;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2012;291M;Dirección y Servicios Generales de Seguridad Social y Protección Social;2.632.024,58;29. GESTIÓN Y ADMINISTRACIÓN DE LA INCLUSIÓN, DE LA SEGURIDAD SOCIAL Y DE LA MIGRACIÓN
2012;311M;Dirección y Servicios Generales de Sanidad, Servicios Sociales e Igualdad;15.586,13;31. SANIDAD
2012;312B;Atención primaria de salud. Instituto Nacional de Gestión Sanitaria;59.963,99;31. SANIDAD
2012;312C;Atención especializada de salud. Instituto Nacional de Gestión Sanitaria;141.627,99;31. SANIDAD
2012;312D;Medicina marítima;32.559,81;31. SANIDAD
2012;312F;Atención primaria de salud de Mutuas de Accidentes de Trabajo y E.P e I.S.M;831.128,97;31. SANIDAD
2012;312G;Atención especializada de salud de Mutuas de Accidentes de Trabajo y E.P e I.S.M;365.407,68;31. SANIDAD
2012;322I;Enseñanzas especiales;1.910,69;32. EDUCACIÓN
2012;000X;Transferencias internas (Sección: 60 SEGURIDAD SOCIAL);4.384.481,51;32. EDUCACIÓN
2013;911M;Jefatura del Estado;7.933,71;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2013;911N;Actividad legislativa;201.413,03;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2013;911O;Control externo del Sector Público;61.334,93;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2013;911P;Control Constitucional;24.284,22;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2013;912N;Alto asesoramiento del Estado;9.888,16;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2013;951M;Amortización y gastos financieros de la deuda pública en moneda nacional;98.548.119,13;95. GASTOS FINANCIEROS DE LA DEUDA PUBLICA
2013;951N;Amortización y gastos financieros de la deuda pública en moneda extranjera;2.361.273,12;95. GASTOS FINANCIEROS DE LA DEUDA PUBLICA
2013;211N;Pensiones de Clases Pasivas;11.824.304,53;21. PENSIONES
2013;211O;Otras pensiones y prestaciones de Clases Pasivas;41.314,01;21. PENSIONES
2013;212N;Pensiones de guerra;284.381,46;21. PENSIONES
2013;111M;Gobierno del Poder Judicial;32.995,11;11. JUSTICIA
2013;111O;Selección y formación de jueces;21.483,24;11. JUSTICIA
2013;111P;Documentación y publicaciones judiciales;8.300,62;11. JUSTICIA
2013;141M;Dirección y Servicios Generales de Asuntos Exteriores;77.449,16;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2013;142A;Acción del Estado en el exterior;764.171,09;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2013;142B;Acción diplomática ante la Unión Europea;21.043,52;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2013;143A;Cooperación para el desarrollo;519.032,05;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2013;144A;Cooperación, promoción y difusión cultural en el exterior;90.221,22;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2013;467G;Investigación y desarrollo de la Sociedad de la Información;2.252,19;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;000X;Transferencias internas (Sección: 12 MINISTERIO DE ASUNTOS EXTERIORES Y DE COOPERACIÓN);222.264,71;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;111N;Dirección y Servicios Generales de Justicia;50.871,79;11. JUSTICIA
2013;111Q;Formación del Personal de la Administración de Justicia;8.185,70;11. JUSTICIA
2013;111R;Formación de la Carrera Fiscal;3.390,17;11. JUSTICIA
2013;112A;Tribunales de Justicia y Ministerio Fiscal;1.390.682,23;11. JUSTICIA
2013;113M;Registros vinculados con la Fe Pública;26.938,43;11. JUSTICIA
2013;135M;Protección de datos de carácter personal;13.524,07;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2013;222M;Prestaciones económicas del Mutualismo Administrativo;17.961,64;22. OTRAS PRESTACIONES ECONÓMICAS
2013;312E;Asistencia sanitaria del Mutualismo Administrativo;80.601,65;31. SANIDAD
2013;921S;Asesoramiento y defensa intereses del Estado;31.697,99;92. SERVICIOS DE CARÁCTER GENERAL
2013;000X;Transferencias internas (Sección: 13 MINISTERIO DE JUSTICIA);7.586,15;92. SERVICIOS DE CARÁCTER GENERAL
2013;121M;Administración y Servicios Generales de Defensa;1.160.309,38;12. DEFENSA
2013;121N;Formación del Personal de las Fuerzas Armadas;387.211,59;12. DEFENSA
2013;121O;Personal en reserva;554.417,11;12. DEFENSA
2013;122A;Modernización de las Fuerzas Armadas;178.654,79;12. DEFENSA
2013;122B;Programas especiales de modernización;6.842,50;12. DEFENSA
2013;122M;Gastos Operativos de las Fuerzas Armadas;2.165.010,44;12. DEFENSA
2013;122N;Apoyo Logístico;1.333.567,35;12. DEFENSA
2013;222M;Prestaciones económicas del Mutualismo Administrativo;79.459,78;22. OTRAS PRESTACIONES ECONÓMICAS
2013;312A;Asistencia hospitalaria en las Fuerzas Armadas;149.654,26;31. SANIDAD
2013;312E;Asistencia sanitaria del Mutualismo Administrativo;648.789,20;31. SANIDAD
2013;464A;Investigación y estudios de las Fuerzas Armadas;145.287,91;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;931P;Control interno y Contabilidad Pública;187,56;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2013;000X;Transferencias internas (Sección: 14 MINISTERIO DE DEFENSA);104.265,79;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2013;219N;Gestión de pensiones de Clases Pasivas;7.523,07;21. PENSIONES
2013;222M;Prestaciones económicas del Mutualismo Administrativo;263.027,83;22. OTRAS PRESTACIONES ECONÓMICAS
2013;231G;Atención a la infancia y a las familias;50,00;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2013;312E;Asistencia sanitaria del Mutualismo Administrativo;1.326.684,27;31. SANIDAD
2013;337B;Conservación y restauración de bienes culturales;8.652,96;33. CULTURA
2013;422A;Incentivos regionales a la localización industrial;81.585,03;42. INDUSTRIA Y ENERGÍA
2013;462N;Investigación y estudios estadísticos y económicos;6.218,03;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;467G;Investigación y desarrollo de la Sociedad de la Información;9.826,73;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;492N;Regulación y vigilancia de la competencia en el Mercado de Tabacos;8.756,43;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2013;496M;Regulación del juego;6.332,73;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2013;921N;Dirección y organización de la Administración Pública;47.170,88;92. SERVICIOS DE CARÁCTER GENERAL
2013;921O;Formación del personal de las Administraciones Públicas;67.941,87;92. SERVICIOS DE CARÁCTER GENERAL
2013;921P;Administración periférica del Estado;280.377,44;92. SERVICIOS DE CARÁCTER GENERAL
2013;921T;Servicios de transportes de Ministerios;41.369,57;92. SERVICIOS DE CARÁCTER GENERAL
2013;921V;Evaluación de políticas y programas públicos, calidad de los servicios e impacto normativo;4.163,38;92. SERVICIOS DE CARÁCTER GENERAL
2013;922M;Organización territorial del Estado y desarrollo de sus sistemas de colaboración;3.305,56;92. SERVICIOS DE CARÁCTER GENERAL
2013;922N;Coordinación y relaciones financieras con los Entes Territoriales;23.005.996,60;92. SERVICIOS DE CARÁCTER GENERAL
2013;923A;Gestión del Patrimonio del Estado;173.490,99;92. SERVICIOS DE CARÁCTER GENERAL
2013;923M;Dirección y Servicios Generales de Hacienda y Administraciones Públicas;597.564,59;92. SERVICIOS DE CARÁCTER GENERAL
2013;923N;Formación del personal de Economía y Hacienda;8.952,25;92. SERVICIOS DE CARÁCTER GENERAL
2013;931N;Política presupuestaria;58.490,83;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2013;931O;Política tributaria;6.170,65;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2013;931P;Control interno y Contabilidad Pública;75.107,02;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2013;932A;Aplicación del sistema tributario estatal;948.189,15;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2013;932M;Gestión del catastro inmobiliario;98.348,52;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2013;932N;Resolución de reclamaciones económico-administrativas;29.431,59;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2013;942A;Cooperación económica local del Estado;15.162,81;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2013;000X;Transferencias internas (Sección: 15 MINISTERIO DE HACIENDA Y ADMINISTRACIONES PÚBLICAS);935.256,29;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2013;131M;Dirección y Servicios Generales de Seguridad y Protección Civil;67.118,90;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2013;131N;Formación de Fuerzas y Cuerpos de Seguridad del Estado;75.051,37;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2013;131O;Fuerzas y Cuerpos en reserva;615.365,14;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2013;131P;Derecho de asilo y apátridas;3.141,54;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2013;132A;Seguridad ciudadana;5.192.569,81;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2013;132B;Seguridad vial;709.648,05;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2013;132C;Actuaciones policiales en materia de droga;83.097,41;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2013;133A;Centros e Instituciones Penitenciarias;1.102.129,38;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2013;133B;Trabajo, formación y asistencia a reclusos;27.614,35;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2013;134M;Protección Civil;14.297,42;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2013;924M;Elecciones y Partidos Políticos;67.439,96;92. SERVICIOS DE CARÁCTER GENERAL
2013;000X;Transferencias internas (Sección: 16 MINISTERIO DEL INTERIOR);150.686,45;92. SERVICIOS DE CARÁCTER GENERAL
2013;261N;Promoción, administración y ayudas para rehabilitación y acceso a vivienda;738.342,53;26. ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
2013;261O;Ordenación y fomento de la edificación;26.378,88;26. ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
2013;261P;Urbanismo y política del suelo;1.454,47;26. ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
2013;441M;Subvenciones y apoyo al transporte terrestre;580.000,00;44. INFRAESTRUCTURAS
2013;441N;Subvenciones y apoyo al transporte marítimo;58.326,31;44. INFRAESTRUCTURAS
2013;441O;Subvenciones y apoyo al transporte aéreo;274.523,30;44. INFRAESTRUCTURAS
2013;441P;Subvenciones al transporte extrapeninsular de mercancías;19.840,00;44. INFRAESTRUCTURAS
2013;451M;Estudios y servicios de asistencia técnica en Obras Públicas y Urbanismo;32.545,09;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;451N;Dirección y Servicios Generales de Fomento;854.790,38;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;453A;Infraestructura del transporte ferroviario;833.145,08;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;453B;Creación de infraestructura de carreteras;1.576.579,98;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;453C;Conservación y explotación de carreteras;993.341,80;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;453M;Ordenación e inspección del transporte terrestre;23.307,64;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;454M;Regulación y seguridad del tráfico marítimo;48.417,13;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;455M;Regulación y supervisión de la aviación civil;54.423,86;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;467B;Investigación, desarrollo y experimentación en transporte e infraestructuras;732,90;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;467G;Investigación y desarrollo de la Sociedad de la Información;1.070,00;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;491N;Servicio postal universal;318.930,00;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2013;495A;Desarrollo y aplicación de la información geográfica española;32.103,21;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2013;497M;Salvamento y lucha contra la contaminación en la mar;100.000,00;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2013;000X;Transferencias internas (Sección: 17 MINISTERIO DE FOMENTO);9.575,16;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2013;144A;Cooperación, promoción y difusión cultural en el exterior;19.012,57;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2013;321M;Dirección y Servicios Generales de Educación, Cultura y Deporte;107.877,05;32. EDUCACIÓN
2013;321N;Formación permanente del profesorado de Educación;3.451,03;32. EDUCACIÓN
2013;322A;Educación infantil y primaria;159.836,74;32. EDUCACIÓN
2013;322B;Educación secundaria, formación profesional y Escuelas Oficiales de Idiomas;108.494,15;32. EDUCACIÓN
2013;322C;Enseñanzas universitarias;122.468,73;32. EDUCACIÓN
2013;322E;Enseñanzas artísticas;5.369,08;32. EDUCACIÓN
2013;322F;Educación en el exterior;100.098,81;32. EDUCACIÓN
2013;322G;Educación compensatoria;53.257,60;32. EDUCACIÓN
2013;322K;Deporte en edad escolar y en la Universidad;1.850,00;32. EDUCACIÓN
2013;322L;Otras enseñanzas y actividades educativas;52.338,77;32. EDUCACIÓN
2013;323M;Becas y ayudas a estudiantes;1.222.166,11;32. EDUCACIÓN
2013;324M;Servicios complementarios de la enseñanza;5.446,04;32. EDUCACIÓN
2013;332A;Archivos;31.080,16;33. CULTURA
2013;332B;Bibliotecas;47.208,77;33. CULTURA
2013;333A;Museos;136.728,45;33. CULTURA
2013;333B;Exposiciones;2.403,21;33. CULTURA
2013;334A;Promoción y cooperación cultural;9.988,75;33. CULTURA
2013;334B;Promoción del libro y publicaciones culturales;7.615,84;33. CULTURA
2013;334C;Fomento de las industrias culturales;14.467,05;33. CULTURA
2013;335A;Música y danza;70.567,89;33. CULTURA
2013;335B;Teatro;36.864,05;33. CULTURA
2013;335C;Cinematografía;55.035,74;33. CULTURA
2013;336A;Fomento y apoyo de las actividades deportivas;160.803,84;33. CULTURA
2013;337B;Conservación y restauración de bienes culturales;22.356,90;33. CULTURA
2013;337C;Protección del Patrimonio Histórico;5.423,51;33. CULTURA
2013;463A;Investigación científica;94.365,42;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;000X;Transferencias internas (Sección: 18 MINISTERIO DE EDUCACIÓN, CULTURA Y DEPORTE);405.724,58;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;143A;Cooperación para el desarrollo;2.080,63;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2013;212M;Pensiones no contributivas y prestaciones asistenciales;17.771,02;21. PENSIONES
2013;223M;Prestaciones de garantía salarial;868.394,96;22. OTRAS PRESTACIONES ECONÓMICAS
2013;224M;Prestaciones económicas por cese de actividad;25.481,10;22. OTRAS PRESTACIONES ECONÓMICAS
2013;231B;Acciones en favor de los emigrantes;76.702,34;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2013;231H;Acciones en favor de los inmigrantes;62.412,85;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2013;241A;Fomento de la inserción y estabilidad laboral;3.765.341,59;24. FOMENTO DEL EMPLEO
2013;241N;Desarrollo del trabajo autónomo, de la economía social y de la responsabilidad soc. de las empresas;6.169,27;24. FOMENTO DEL EMPLEO
2013;251M;Prestaciones a los desempleados;26.993.695,96;25. DESEMPLEO
