year;code;name;amount;policy
2013;291A;Inspección y control de Seguridad y Protección Social;122.113,88;29. GESTIÓN Y ADMINISTRACIÓN DE LA INCLUSIÓN, DE LA SEGURIDAD SOCIAL Y DE LA MIGRACIÓN
2013;291M;Dirección y Servicios Generales de Seguridad Social y Protección Social;132.150,23;29. GESTIÓN Y ADMINISTRACIÓN DE LA INCLUSIÓN, DE LA SEGURIDAD SOCIAL Y DE LA MIGRACIÓN
2013;494M;Administración de las relaciones laborales y condiciones de trabajo;36.074,30;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2013;912P;Asesoramiento del Gobierno en materia social, económica y laboral;8.392,56;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2013;000X;Transferencias internas (Sección: 19 MINISTERIO DE EMPLEO Y SEGURIDAD SOCIAL);23.502.135,11;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2013;421M;Dirección y Servicios Generales de Industria y Energía;63.499,36;42. INDUSTRIA Y ENERGÍA
2013;421N;Regulación y protección de la propiedad industrial;46.231,50;42. INDUSTRIA Y ENERGÍA
2013;421O;Calidad y seguridad industrial;3.838,35;42. INDUSTRIA Y ENERGÍA
2013;422B;Desarrollo industrial;425.879,08;42. INDUSTRIA Y ENERGÍA
2013;422M;Reconversión y reindustrialización;467.222,60;42. INDUSTRIA Y ENERGÍA
2013;423M;Desarrollo alternativo de las comarcas mineras del carbón;45.000,00;42. INDUSTRIA Y ENERGÍA
2013;423N;Explotación minera;457.738,67;42. INDUSTRIA Y ENERGÍA
2013;424M;Seguridad nuclear y protección radiológica;47.311,67;42. INDUSTRIA Y ENERGÍA
2013;425A;Normativa y desarrollo energético;2.936.687,64;42. INDUSTRIA Y ENERGÍA
2013;432A;Coordinación y promoción del turismo;330.618,54;43. COMERCIO, TURISMO Y PYMES
2013;433M;Apoyo a la pequeña y mediana empresa;145.372,37;43. COMERCIO, TURISMO Y PYMES
2013;457M;Infraestructuras en comarcas mineras del carbón;42.279,61;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;464B;Apoyo a la innovación tecnológica en el sector de la defensa;218.152,52;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;467C;Investigación y desarrollo tecnológico-industrial;235.587,71;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;467G;Investigación y desarrollo de la Sociedad de la Información;89.808,15;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;467I;Innovación tecnológica de las telecomunicaciones;561.293,76;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;491M;Ordenación y promoción de las telecomunicaciones y de la Sociedad de la Información;35.062,47;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2013;495C;Metrología;5.694,91;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2013;921U;Publicaciones;162,64;92. SERVICIOS DE CARÁCTER GENERAL
2013;000X;Transferencias internas (Sección: 20 MINISTERIO DE INDUSTRIA, ENERGÍA Y TURISMO);444.408,49;92. SERVICIOS DE CARÁCTER GENERAL
2013;412C;Competitividad y calidad de la producción y los mercados agrarios;39.450,21;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2013;412D;Competitividad y calidad de la sanidad agraria;47.356,91;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2013;412M;Regulación de los mercados agrarios;6.203.907,69;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2013;413A;Competitividad industria agroalimentaria y calidad alimentaria;28.695,25;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2013;414A;Gestión de Recursos Hídricos para el Regadío;47.237,66;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2013;414B;Desarrollo del medio rural;1.007.761,23;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2013;414C;Programa de Desarrollo Rural Sostenible;20.265,00;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2013;415A;Protección de los recursos pesqueros y desarrollo sostenible;13.809,62;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2013;415B;Mejora de estructuras y mercados pesqueros;48.485,12;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2013;416A;Previsión de riesgos en las producciones agrarias y pesqueras;204.897,29;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2013;451O;Dirección y Servicios Generales de Agricultura, Alimentación y Medio Ambiente;148.284,01;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;452A;Gestión e infraestructuras del agua;1.076.231,36;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;452M;Normativa y ordenación territorial de los recursos hídricos;56.854,14;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;456A;Calidad del agua;159.076,43;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;456B;Protección y mejora del medio ambiente;14.541,57;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;456C;Protección y mejora del medio natural;165.877,66;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;456D;Actuación en la costa;74.935,52;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;456M;Actuaciones para la prevención de la contaminación y el cambio climático;49.058,21;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;495B;Meteorología;82.692,56;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2013;000X;Transferencias internas (Sección: 23 MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE);482.655,25;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2013;337A;Administración del Patrimonio Histórico-Nacional;112.614,53;33. CULTURA
2013;462M;Investigación y estudios sociológicos y constitucionales;11.520,55;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;467G;Investigación y desarrollo de la Sociedad de la Información;518,25;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;911Q;Apoyo a la gestión administrativa de la Jefatura del Estado;6.148,67;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2013;912M;Presidencia del Gobierno;38.919,64;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2013;912O;Relaciones con las Cortes Generales, Secretariado del Gobierno y apoyo a la Alta Dirección;33.654,39;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2013;912Q;Asesoramiento para la protección de los intereses nacionales;203.687,18;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2013;921Q;Cobertura informativa;60.265,83;92. SERVICIOS DE CARÁCTER GENERAL
2013;921R;Publicidad de las normas legales;33.764,04;92. SERVICIOS DE CARÁCTER GENERAL
2013;000X;Transferencias internas (Sección: 25 MINISTERIO DE LA PRESIDENCIA);325.331,75;92. SERVICIOS DE CARÁCTER GENERAL
2013;231A;Plan Nacional sobre Drogas;14.844,48;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2013;231F;Otros servicios sociales del Estado;155.636,16;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2013;231G;Atención a la infancia y a las familias;4.377,63;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2013;232A;Promoción y servicios a la juventud;28.541,86;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2013;232B;Igualdad de oportunidades entre mujeres y hombres;18.952,81;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2013;232C;Actuaciones para la prevención integral de la violencia de género;22.197,34;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2013;311M;Dirección y Servicios Generales de Sanidad, Servicios Sociales e Igualdad;68.498,39;31. SANIDAD
2013;311O;Políticas de Salud y Ordenación Profesional;9.426,94;31. SANIDAD
2013;313A;Prestaciones sanitarias y farmacia;87.224,42;31. SANIDAD
2013;313B;Salud pública, sanidad exterior y calidad;33.138,19;31. SANIDAD
2013;313C;Seguridad alimentaria y nutrición;14.936,50;31. SANIDAD
2013;313D;Donación y trasplante de órganos, tejidos y células;3.970,99;31. SANIDAD
2013;465A;Investigación sanitaria;2.000,00;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;492O;Protección y promoción de los derechos de los consumidores y usuarios;16.598,98;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2013;000X;Transferencias internas (Sección: 26 MINISTERIO DE SANIDAD, SERVICIOS SOCIALES E IGUALDAD);2.617.346,66;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2013;143A;Cooperación para el desarrollo;2.258,14;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2013;431A;Promoción comercial e internacionalización de la empresa;389.537,59;43. COMERCIO, TURISMO Y PYMES
2013;431N;Ordenación del comercio exterior;9.337,27;43. COMERCIO, TURISMO Y PYMES
2013;431O;Ordenación y modernización de las estructuras comerciales;14.690,86;43. COMERCIO, TURISMO Y PYMES
2013;463A;Investigación científica;599.066,38;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;463B;Fomento y coordinación de la investigación científica y técnica;1.411.161,29;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;465A;Investigación sanitaria;279.965,92;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;467A;Astronomía y astrofísica;16.737,19;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;467C;Investigación y desarrollo tecnológico-industrial;2.007.991,90;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;467D;Investigación y experimentación agraria;71.391,98;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;467E;Investigación oceanográfica y pesquera;56.937,71;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;467F;Investigación geológico-minera y medioambiental;25.111,69;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;467H;Investigación energética, medioambiental y tecnológica;82.664,07;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;492M;Defensa de la competencia;12.679,90;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2013;493M;Dirección, control y gestión de seguros;238.068,94;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2013;493O;Regulación contable y de auditorias;8.310,14;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2013;923C;Elaboración y difusión estadística;184.922,71;92. SERVICIOS DE CARÁCTER GENERAL
2013;923O;Gestión de la Deuda y de la Tesorería del Estado;512.194,15;92. SERVICIOS DE CARÁCTER GENERAL
2013;923P;Relaciones con los Organismos Financieros Multilaterales;272.257,20;92. SERVICIOS DE CARÁCTER GENERAL
2013;923Q;Dirección y Servicios Generales de Economía y Competitividad;66.781,85;92. SERVICIOS DE CARÁCTER GENERAL
2013;931M;Previsión y política económica;4.285.662,72;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2013;000X;Transferencias internas (Sección: 27 MINISTERIO DE ECONOMÍA Y COMPETITIVIDAD);904.318,69;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2013;467G;Investigación y desarrollo de la Sociedad de la Información;2.564,88;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2013;923A;Gestión del Patrimonio del Estado;37.555,91;92. SERVICIOS DE CARÁCTER GENERAL
2013;929M;Imprevistos y funciones no clasificadas;1.750.933,45;92. SERVICIOS DE CARÁCTER GENERAL
2013;000X;Transferencias internas (Sección: 31 GASTOS DE DIVERSOS MINISTERIOS);154.969,23;92. SERVICIOS DE CARÁCTER GENERAL
2013;441M;Subvenciones y apoyo al transporte terrestre;247.340,74;44. INFRAESTRUCTURAS
2013;453A;Infraestructura del transporte ferroviario;23.596,60;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2013;941O;Otras transferencias a Comunidades Autónomas;197.700,00;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2013;942N;Otras aportaciones a Entidades Locales;217.373,17;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2013;941N;Transferencias a Comunidades Autónomas por los Fondos de Compensación Interterritorial;671.580,00;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2013;943M;Transferencias al Presupuesto General de la Unión Europea;11.601.600,00;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2013;943N;Cooperación al desarrollo a través del Fondo Europeo de Desarrollo;299.000,00;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2013;929N;Fondo de contingencia de ejecución presupuestaria;2.595.461,79;92. SERVICIOS DE CARÁCTER GENERAL
2013;941M;Transferencias a Comunidades Autónomas por participación en los ingresos del Estado;19.771.673,52;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2013;942M;Transferencias a Entidades Locales por participación en los ingresos del Estado;15.542.559,94;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2013;211M;Pensiones contributivas de la Seguridad Social;106.504.905,02;21. PENSIONES
2013;212M;Pensiones no contributivas y prestaciones asistenciales;2.480.039,25;21. PENSIONES
2013;219M;Gestión de las prestaciones económicas de Seguridad Social;396.272,75;21. PENSIONES
2013;221M;Subsidios de incapacidad temporal y otras prestaciones económicas de la Seguridad Social;10.602.112,94;22. OTRAS PRESTACIONES ECONÓMICAS
2013;224M;Prestaciones económicas por cese de actividad;23.820,00;22. OTRAS PRESTACIONES ECONÓMICAS
2013;231C;Servicios Sociales de la Seguridad Social a personas con discapacidad;68.779,82;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2013;231D;Servicios Sociales de la Seguridad Social a personas mayores;114.775,21;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2013;231E;Otros servicios sociales de la Seguridad Social;40.556,22;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2013;231I;Autonomía personal y Atención a la Dependencia;2.205.750,95;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2013;239M;Gestión de los servicios sociales de la Seguridad Social;31.415,90;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2013;291M;Dirección y Servicios Generales de Seguridad Social y Protección Social;4.182.065,18;29. GESTIÓN Y ADMINISTRACIÓN DE LA INCLUSIÓN, DE LA SEGURIDAD SOCIAL Y DE LA MIGRACIÓN
2013;311M;Dirección y Servicios Generales de Sanidad, Servicios Sociales e Igualdad;15.399,34;31. SANIDAD
2013;312B;Atención primaria de salud. Instituto Nacional de Gestión Sanitaria;57.634,47;31. SANIDAD
2013;312C;Atención especializada de salud. Instituto Nacional de Gestión Sanitaria;140.732,19;31. SANIDAD
2013;312D;Medicina marítima;32.146,50;31. SANIDAD
2013;312F;Atención primaria de salud de Mutuas de Accidentes de Trabajo y E.P e I.S.M;817.533,56;31. SANIDAD
2013;312G;Atención especializada de salud de Mutuas de Accidentes de Trabajo y E.P e I.S.M;369.400,24;31. SANIDAD
2013;322I;Enseñanzas especiales;2.198,65;32. EDUCACIÓN
2013;000X;Transferencias internas (Sección: 60 SEGURIDAD SOCIAL);3.755.764,05;32. EDUCACIÓN
2014;911M;Jefatura del Estado;7.775,04;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2014;911N;Actividad legislativa;201.340,40;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2014;911O;Control externo del Sector Público;61.413,19;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2014;911P;Control Constitucional;23.620,18;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2014;912N;Alto asesoramiento del Estado;9.857,44;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2014;951M;Amortización y gastos financieros de la deuda pública en moneda nacional;104.168.508,28;95. GASTOS FINANCIEROS DE LA DEUDA PUBLICA
2014;951N;Amortización y gastos financieros de la deuda pública en moneda extranjera;754.771,34;95. GASTOS FINANCIEROS DE LA DEUDA PUBLICA
2014;211N;Pensiones de Clases Pasivas;12.340.613,16;21. PENSIONES
2014;211O;Otras pensiones y prestaciones de Clases Pasivas;42.638,73;21. PENSIONES
2014;212N;Pensiones de guerra;259.744,32;21. PENSIONES
2014;111M;Gobierno del Poder Judicial;31.909,53;11. JUSTICIA
2014;111O;Selección y formación de jueces;17.694,71;11. JUSTICIA
2014;111P;Documentación y publicaciones judiciales;8.350,95;11. JUSTICIA
2014;141M;Dirección y Servicios Generales de Asuntos Exteriores;75.999,16;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2014;142A;Acción del Estado en el exterior;669.851,32;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2014;142B;Acción diplomática ante la Unión Europea;21.251,35;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2014;143A;Cooperación para el desarrollo;494.026,66;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2014;144A;Cooperación, promoción y difusión cultural en el exterior;114.608,01;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2014;467G;Investigación y desarrollo de la Sociedad de la Información;1.919,66;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2014;000X;Transferencias internas (Sección: 12 MINISTERIO DE ASUNTOS EXTERIORES Y DE COOPERACIÓN);221.014,71;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2014;111N;Dirección y Servicios Generales de Justicia;50.205,90;11. JUSTICIA
2014;111Q;Formación del Personal de la Administración de Justicia;6.519,53;11. JUSTICIA
2014;111R;Formación de la Carrera Fiscal;2.240,65;11. JUSTICIA
2014;112A;Tribunales de Justicia y Ministerio Fiscal;1.359.377,02;11. JUSTICIA
2014;113M;Registros vinculados con la Fe Pública;24.455,75;11. JUSTICIA
2014;135M;Protección de datos de carácter personal;13.467,91;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2014;222M;Prestaciones económicas del Mutualismo Administrativo;18.362,08;22. OTRAS PRESTACIONES ECONÓMICAS
2014;312E;Asistencia sanitaria del Mutualismo Administrativo;80.601,65;31. SANIDAD
2014;921S;Asesoramiento y defensa intereses del Estado;31.881,79;92. SERVICIOS DE CARÁCTER GENERAL
2014;000X;Transferencias internas (Sección: 13 MINISTERIO DE JUSTICIA);6.979,29;92. SERVICIOS DE CARÁCTER GENERAL
2014;121M;Administración y Servicios Generales de Defensa;1.088.027,56;12. DEFENSA
2014;121N;Formación del Personal de las Fuerzas Armadas;373.278,61;12. DEFENSA
2014;121O;Personal en reserva;532.631,91;12. DEFENSA
2014;122A;Modernización de las Fuerzas Armadas;160.549,83;12. DEFENSA
2014;122B;Programas especiales de modernización;6.842,50;12. DEFENSA
2014;122M;Gastos Operativos de las Fuerzas Armadas;2.160.766,37;12. DEFENSA
2014;122N;Apoyo Logístico;1.332.358,90;12. DEFENSA
2014;222M;Prestaciones económicas del Mutualismo Administrativo;77.504,31;22. OTRAS PRESTACIONES ECONÓMICAS
2014;312A;Asistencia hospitalaria en las Fuerzas Armadas;136.829,78;31. SANIDAD
2014;312E;Asistencia sanitaria del Mutualismo Administrativo;650.744,67;31. SANIDAD
2014;464A;Investigación y estudios de las Fuerzas Armadas;163.296,68;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2014;931P;Control interno y Contabilidad Pública;168,45;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2014;000X;Transferencias internas (Sección: 14 MINISTERIO DE DEFENSA);93.749,83;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2014;219N;Gestión de pensiones de Clases Pasivas;7.559,10;21. PENSIONES
2014;222M;Prestaciones económicas del Mutualismo Administrativo;259.146,44;22. OTRAS PRESTACIONES ECONÓMICAS
2014;231G;Atención a la infancia y a las familias;1.550,00;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2014;312E;Asistencia sanitaria del Mutualismo Administrativo;1.328.929,09;31. SANIDAD
2014;337B;Conservación y restauración de bienes culturales;8.047,25;33. CULTURA
2014;422A;Incentivos regionales a la localización industrial;81.565,76;42. INDUSTRIA Y ENERGÍA
2014;462N;Investigación y estudios estadísticos y económicos;6.166,49;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2014;467G;Investigación y desarrollo de la Sociedad de la Información;9.406,45;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2014;492N;Regulación y vigilancia de la competencia en el Mercado de Tabacos;8.734,42;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2014;496M;Regulación del juego;6.452,67;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2014;921N;Dirección y organización de la Administración Pública;45.968,55;92. SERVICIOS DE CARÁCTER GENERAL
2014;921O;Formación del personal de las Administraciones Públicas;66.148,59;92. SERVICIOS DE CARÁCTER GENERAL
2014;921P;Administración periférica del Estado;275.026,67;92. SERVICIOS DE CARÁCTER GENERAL
2014;921T;Servicios de transportes de Ministerios;42.023,88;92. SERVICIOS DE CARÁCTER GENERAL
2014;921V;Evaluación de políticas y programas públicos, calidad de los servicios e impacto normativo;3.859,55;92. SERVICIOS DE CARÁCTER GENERAL
2014;922M;Organización territorial del Estado y desarrollo de sus sistemas de colaboración;2.498,74;92. SERVICIOS DE CARÁCTER GENERAL
